Time,ankle-x,ankle-y,ankle-z,thigh-x,thigh-y,thigh-z,trunk-x,trunk-y,trunk-z,annontations
670000,-90,1000,257,-245,962,10,-135,1019,-87,1
670015,-70,1000,247,-254,944,40,-116,990,-97,1
670031,-70,990,267,-245,972,50,-126,1009,-87,1
670046,-80,1009,287,-254,962,50,-126,1019,-97,1
670062,-70,1009,257,-245,953,30,-116,1000,-77,1
670078,-80,1000,257,-263,953,30,-116,1009,-97,1
670093,-90,1009,277,-245,953,50,-116,1000,-97,1
670109,-80,1009,277,-227,935,70,-106,1019,-116,1
670125,-80,1000,277,-236,953,20,-116,1009,-97,1
670140,-80,1009,257,-245,981,50,-106,990,-87,1
670156,-70,1009,277,-236,972,40,-97,1009,-97,1
670171,-70,1000,267,-254,972,50,-116,1000,-87,1
670187,-101,1009,267,-245,953,40,-116,1019,-97,1
670203,-70,1000,267,-254,962,30,-126,1000,-77,1
670218,-90,1009,257,-227,962,40,-116,1000,-87,1
670234,-80,1009,257,-245,962,40,-116,1009,-106,1
670250,-90,1009,257,-236,972,20,-97,1009,-67,1
670265,-90,1019,277,-245,953,50,-106,1009,-77,1
670281,-80,990,277,-263,962,30,-116,1019,-77,1
670296,-90,1009,267,-245,962,30,-116,1000,-87,1
670312,-80,1009,267,-263,944,30,-106,980,-67,1
670328,-70,1009,247,-263,944,30,-135,1019,-97,1
670343,-80,1009,277,-245,962,20,-97,1009,-97,1
670359,-80,1019,277,-263,953,30,-106,1009,-87,1
670375,-80,990,257,-254,972,30,-97,990,-77,1
670390,-90,1019,257,-236,953,30,-116,1009,-87,1
670406,-90,1009,267,-254,953,40,-116,1019,-87,1
670421,-90,1000,277,-263,962,30,-106,1000,-87,1
670437,-70,1009,277,-245,962,20,-97,971,-77,1
670453,-80,1000,267,-245,953,40,-116,1019,-106,1
670468,-80,1009,257,-245,953,40,-106,1009,-77,1
670484,-80,1000,287,-245,962,30,-116,1019,-67,1
670500,-80,1000,287,-254,962,30,-116,1009,-97,1
670515,-80,1000,267,-245,953,30,-106,1000,-87,1
670531,-90,1000,287,-263,962,50,-106,1000,-87,1
670546,-80,1009,277,-254,972,20,-106,980,-77,1
670562,-80,1009,277,-254,953,20,-116,1009,-97,1
670578,-90,990,277,-254,953,20,-106,1000,-87,1
670593,-90,1009,287,-254,962,20,-106,1000,-77,1
670609,-101,1009,257,-254,962,30,-106,1009,-77,1
670625,-101,1009,257,-254,962,30,-106,1009,-77,1
670640,-80,1000,277,-254,962,30,-106,1019,-97,1
670656,-90,990,267,-254,953,40,-116,1009,-97,1
670671,-70,1000,287,-254,962,50,-116,1009,-97,1
670687,-70,1000,287,-254,962,50,-116,1000,-97,1
670703,-80,1019,267,-254,962,40,-106,1009,-87,1
670718,-90,1009,257,-254,953,30,-126,1019,-87,1
670734,-90,1000,277,-263,953,40,-126,1019,-87,1
670750,-90,1000,277,-263,953,40,-106,1009,-77,1
670765,-101,1000,277,-245,953,40,-106,1019,-116,1
670781,-70,1000,287,-245,953,20,-106,1019,-97,1
670796,-70,1000,287,-254,953,40,-106,1019,-97,1
670812,-90,1000,267,-254,953,40,-87,990,-87,1
670828,-90,1009,267,-254,972,60,-106,1009,-87,1
670843,-90,1000,267,-245,962,20,-106,1009,-67,1
670859,-80,1000,287,-245,944,50,-106,1009,-67,1
670875,-80,1000,287,-263,953,50,-116,1009,-87,1
670890,-80,1000,277,-263,953,50,-106,1009,-87,1
670906,-70,1000,277,-236,953,30,-116,1019,-106,1
670921,-80,1009,277,-236,953,30,-116,1009,-87,1
670937,-70,1009,277,-254,953,30,-116,1009,-87,1
670953,-70,1009,277,-254,962,30,-106,1009,-116,1
670968,-80,1000,267,-254,962,20,-106,1000,-97,1
670984,-80,1009,277,-254,962,20,-126,1019,-67,1
671000,-90,1009,267,-245,944,40,-116,1019,-106,1
671015,-101,1009,257,-263,972,50,-106,1000,-87,1
671031,-80,1000,277,-254,962,30,-106,1000,-87,1
671046,-80,1000,277,-245,944,60,-116,1000,-87,1
671062,-101,1000,277,-254,962,40,-116,1009,-87,1
671078,-90,1000,267,-254,962,40,-106,1009,-58,1
671093,-90,1000,257,-254,962,20,-116,1000,-77,1
671109,-90,1009,277,-245,972,20,-97,1000,-97,1
671125,-60,1019,247,-245,953,40,-97,990,-77,1
671140,-60,1019,247,-245,962,50,-97,990,-77,1
671156,-80,990,277,-245,972,30,-116,1009,-77,1
671171,-80,1009,257,-236,944,50,-106,1009,-58,1
671187,-80,1000,277,-263,972,40,-106,1009,-77,1
671203,-80,1009,287,-263,972,40,-116,1028,-106,1
671218,-80,1000,267,-245,962,30,-116,1019,-106,1
671234,-90,1019,267,-263,972,0,-126,1000,-97,1
671250,-80,1009,257,-245,935,40,-126,1000,-97,1
671265,-70,1000,267,-263,962,30,-135,1000,-87,1
671281,-90,1009,277,-254,962,20,-116,1009,-106,1
671296,-90,1009,277,-245,962,40,-106,1000,-87,1
671312,-80,1009,287,-263,953,60,-106,1000,-67,1
671328,-101,1000,277,-254,962,50,-97,990,-77,1
671343,-80,1009,257,-245,962,40,-116,1009,-58,1
671359,-80,1009,297,-245,953,30,-126,1009,-97,1
671375,-80,1000,297,-245,953,30,-106,1019,-77,1
671390,-70,1009,267,-254,962,30,-116,1028,-97,1
671406,-90,1000,277,-254,962,20,-116,1028,-97,1
671421,-90,1000,277,-254,944,30,-106,990,-87,1
671437,-90,990,257,-263,962,10,-116,1009,-97,1
671453,-80,1000,277,-254,962,20,-116,1009,-106,1
671468,-70,1000,277,-245,962,30,-106,1000,-97,1
671484,-70,1000,277,-236,953,30,-116,1009,-77,1
671500,-90,1000,287,-236,944,30,-106,1019,-87,1
671515,-80,990,257,-245,962,30,-106,1009,-87,1
671531,-90,1000,257,-245,953,20,-106,1009,-87,1
671546,-90,1000,277,-254,962,30,-116,1009,-87,1
671562,-70,1009,267,-254,962,30,-116,1000,-58,1
671578,-70,1000,277,-245,972,50,-126,1019,-87,1
671593,-80,1009,267,-245,953,40,-116,1009,-97,1
671609,-80,990,267,-254,972,30,-106,1009,-77,1
671625,-90,1009,267,-263,962,60,-106,1009,-77,1
671640,-90,1009,277,-245,962,20,-126,1028,-97,1
671656,-70,1019,267,-245,953,40,-126,1019,-97,1
671671,-80,990,277,-245,953,50,-106,1000,-97,1
671687,-80,1009,267,-254,962,40,-126,1009,-97,1
671703,-80,1009,267,-245,953,30,-106,990,-77,1
671718,-70,1009,267,-254,962,40,-106,1009,-97,1
671734,-80,1000,257,-245,972,40,-106,1009,-87,1
671750,-70,1000,287,-254,981,20,-126,1009,-77,1
671765,-90,1029,287,-236,944,40,-106,1000,-116,1
671781,-90,1009,287,-254,972,40,-106,990,-67,1
671796,-90,1009,287,-254,962,40,-126,1000,-58,1
671812,-70,1009,267,-254,962,40,-116,1019,-97,1
671828,-80,1000,267,-245,962,30,-87,980,-97,1
671843,-90,1009,267,-245,953,50,-126,1009,-97,1
671859,-90,1019,267,-254,953,30,-116,1019,-97,1
671875,-80,1019,267,-254,962,30,-116,1019,-97,1
671890,-90,1000,267,-254,953,30,-106,1000,-97,1
671906,-70,990,267,-254,962,50,-116,1019,-77,1
671921,-90,1000,277,-254,972,30,-126,1019,-106,1
671937,-70,1009,257,-236,953,30,-106,1000,-87,1
671953,-80,1000,277,-245,972,30,-116,1000,-77,1
671968,-70,1019,247,-236,962,50,-106,1000,-87,1
671984,-70,1000,277,-254,953,30,-97,1019,-116,1
672000,-70,990,277,-254,953,50,-116,1009,-67,1
672015,-80,1000,257,-254,953,30,-116,990,-87,1
672031,-80,1000,247,-245,962,20,-116,1000,-106,1
672046,-80,1000,277,-254,962,30,-106,1009,-97,1
672062,-90,1000,277,-245,972,30,-106,1009,-87,1
672078,-90,1000,267,-236,972,50,-97,1000,-77,1
672093,-80,1000,267,-245,953,10,-116,1009,-87,1
672109,-80,990,257,-263,953,30,-116,1000,-67,1
672125,-70,990,287,-263,953,40,-126,1009,-87,1
672140,-80,1009,267,-254,962,50,-116,990,-77,1
672156,-90,1009,287,-254,953,20,-116,1000,-87,1
672171,-90,1009,257,-254,962,20,-106,1009,-97,1
672187,-90,1009,277,-263,962,50,-106,1000,-97,1
672203,-101,990,287,-245,962,10,-97,990,-97,1
672218,-90,1019,257,-245,962,50,-126,1000,-106,1
672234,-80,1009,257,-245,962,30,-106,990,-67,1
672250,-70,990,287,-263,962,30,-106,980,-77,1
672265,-70,1000,277,-236,953,40,-106,1009,-87,1
672281,-101,1009,267,-245,953,40,-106,1009,-77,1
672296,-80,1009,267,-263,972,30,-106,1009,-106,1
672312,-80,1000,257,-254,972,30,-97,1009,-77,1
672328,-80,1019,257,-254,962,40,-97,990,-97,1
672343,-70,1009,267,-263,962,40,-126,1000,-87,1
672359,-70,980,267,-263,962,10,-126,1009,-87,1
672375,-70,1000,267,-263,962,10,-116,1009,-106,1
672390,-70,1000,267,-236,953,60,-126,1009,-97,1
672406,-70,1000,267,-254,953,30,-126,1000,-87,1
672421,-80,1009,267,-245,953,50,-116,1019,-87,1
672437,-80,980,277,-218,953,30,-116,1019,-106,1
672453,-80,980,277,-218,953,30,-116,1019,-106,1
672468,-70,1000,267,-236,962,50,-116,1009,-87,1
672484,-90,1009,287,-236,962,20,-106,1019,-106,1
672500,-80,1019,287,-254,962,50,-106,990,-106,1
672515,-90,1009,277,-236,935,50,-126,1009,-87,1
672531,-80,1000,267,-245,953,50,-106,1019,-97,1
672546,-80,1000,267,-263,972,50,-97,990,-67,1
672562,-70,1000,287,-227,962,30,-116,1000,-97,1
672578,-70,1000,287,-245,962,20,-106,1019,-106,1
672593,-80,1009,267,-254,972,20,-106,1009,-87,1
672609,-80,1000,267,-254,972,20,-116,1009,-87,1
672625,-111,1009,267,-245,953,50,-126,1009,-106,1
672640,-80,1000,267,-245,953,50,-116,990,-77,1
672656,-80,1000,267,-236,972,0,-116,1000,-116,1
672671,-70,1009,257,-236,944,40,-106,990,-87,1
672687,-80,1000,257,-254,981,30,-116,1000,-87,1
672703,-80,1009,257,-254,962,40,-126,1009,-106,1
672718,-80,1000,267,-254,944,30,-126,1000,-97,1
672734,-70,1009,267,-245,962,20,-116,1009,-67,1
672750,-80,1009,277,-254,972,50,-126,1038,-106,1
672765,-70,1000,277,-263,962,50,-116,1009,-77,1
672781,-90,1009,287,-245,953,20,-106,1000,-87,1
