Time,ankle-x,ankle-y,ankle-z,thigh-x,thigh-y,thigh-z,trunk-x,trunk-y,trunk-z,annontations
650000,0,1019,148,0,0,0,58,990,-194,1
650015,-20,1019,148,0,0,0,58,980,-174,1
650031,0,1039,148,0,0,0,48,1009,-184,1
650046,0,1019,168,0,0,0,58,1009,-194,1
650062,10,1019,158,0,0,0,67,990,-165,1
650078,-10,1019,138,0,0,0,48,1009,-165,1
650093,-10,1029,148,0,0,0,38,990,-174,1
650109,-10,1039,138,0,0,0,67,990,-194,1
650125,-10,1019,148,0,0,0,38,1000,-165,1
650140,0,1039,148,0,0,0,48,1000,-194,1
650156,0,1019,178,0,0,0,58,1000,-184,1
650171,0,1019,148,0,0,0,48,990,-174,1
650187,0,1029,128,0,0,0,67,1000,-184,1
650203,0,1029,138,0,0,0,67,1000,-165,1
650218,-10,1029,158,0,0,0,58,1000,-174,1
650234,0,1019,138,0,0,0,67,1009,-194,1
650250,-10,1019,158,0,0,0,67,990,-184,1
650265,0,1049,158,0,0,0,48,990,-194,1
650281,20,1009,158,0,0,0,58,1009,-165,1
650296,0,1039,148,0,0,0,58,1009,-165,1
650312,10,1019,148,0,0,0,67,990,-174,1
650328,-20,1049,148,0,0,0,58,1000,-165,1
650343,10,1039,138,0,0,0,58,1000,-165,1
650359,0,1019,158,0,0,0,67,980,-184,1
650375,-10,1039,158,0,0,0,48,990,-174,1
650390,0,1029,148,0,0,0,67,1000,-194,1
650406,-10,1019,158,0,0,0,58,1009,-174,1
650421,-10,1019,158,0,0,0,38,1000,-155,1
650437,0,1029,148,0,0,0,67,1009,-203,1
650453,-10,1019,158,0,0,0,58,990,-184,1
650468,-10,1019,158,0,0,0,58,1000,-194,1
650484,-30,1029,168,0,0,0,58,990,-165,1
650500,10,1039,138,0,0,0,77,971,-165,1
650515,10,1039,138,0,0,0,67,1000,-174,1
650531,-10,1029,148,0,0,0,58,980,-184,1
650546,10,1029,138,0,0,0,48,1009,-184,1
650562,-10,1029,148,0,0,0,48,1009,-184,1
650578,-20,1029,138,0,0,0,58,1000,-194,1
650593,-10,1039,168,0,0,0,58,990,-174,1
650609,0,1039,148,0,0,0,38,1000,-194,1
650625,-20,1029,158,0,0,0,67,990,-184,1
650640,-10,1039,138,0,0,0,48,1009,-165,1
650656,-10,1019,138,0,0,0,48,1000,-194,1
650671,-10,1019,148,0,0,0,67,990,-184,1
650687,0,1039,148,0,0,0,48,1000,-174,1
650703,0,1049,138,0,0,0,48,1000,-174,1
650718,10,1039,148,0,0,0,67,1000,-194,1
650734,0,1029,128,0,0,0,58,1019,-203,1
650750,0,1039,148,0,0,0,48,990,-184,1
650765,0,1039,128,0,0,0,58,1000,-194,1
650781,-10,1029,148,0,0,0,58,971,-184,1
650796,0,1039,158,0,0,0,48,990,-184,1
650812,0,1019,158,0,0,0,58,1000,-165,1
650828,10,1019,138,0,0,0,77,980,-174,1
650843,0,1029,138,0,0,0,58,1000,-155,1
650859,-10,1039,158,0,0,0,48,1019,-203,1
650875,10,1039,148,0,0,0,58,1000,-184,1
650890,0,1019,148,0,0,0,38,990,-174,1
650906,0,1039,158,0,0,0,58,1000,-194,1
650921,0,1039,158,0,0,0,58,1009,-194,1
650937,0,1019,148,0,0,0,38,1009,-184,1
650953,0,1029,138,0,0,0,38,1009,-184,1
650968,10,1039,128,0,0,0,38,980,-184,1
650984,0,1029,148,0,0,0,38,990,-194,1
651000,-10,1049,138,0,0,0,58,990,-194,1
651015,0,1029,148,0,0,0,58,990,-155,1
651031,0,1039,168,0,0,0,67,961,-184,1
651046,0,1039,168,0,0,0,58,1000,-194,1
651062,-10,1039,128,0,0,0,58,1000,-194,1
651078,-10,1039,148,0,0,0,48,1000,-174,1
651093,10,1039,148,0,0,0,58,1009,-184,1
651109,10,1039,148,0,0,0,67,980,-174,1
651125,0,1019,138,0,0,0,38,1009,-165,1
651140,-10,1029,158,0,0,0,29,1000,-194,1
651156,0,1049,118,0,0,0,48,990,-165,1
651171,-10,1029,138,0,0,0,58,990,-165,1
651187,10,1019,138,0,0,0,58,990,-165,1
651203,-10,1039,158,0,0,0,77,990,-174,1
651218,0,1039,128,0,0,0,58,1000,-184,1
651234,-10,1039,158,0,0,0,67,1000,-194,1
651250,0,1039,148,0,0,0,48,980,-174,1
651265,0,1029,138,0,0,0,38,1000,-174,1
651281,0,1029,138,0,0,0,48,1009,-184,1
651296,10,1029,148,0,0,0,38,971,-174,1
651312,0,1049,158,0,0,0,38,1000,-184,1
651328,10,1029,148,0,0,0,48,990,-165,1
651343,0,1029,158,0,0,0,48,990,-165,1
651359,10,1029,138,0,0,0,77,971,-165,1
651375,0,1029,138,0,0,0,58,1000,-174,1
651390,10,1029,148,0,0,0,58,1009,-203,1
651406,-10,1019,148,0,0,0,58,990,-174,1
651421,10,1029,148,0,0,0,58,1000,-174,1
651437,10,1029,118,0,0,0,58,1000,-203,1
651453,0,1039,148,0,0,0,38,990,-174,1
651468,0,1029,148,0,0,0,48,1019,-194,1
651484,0,1029,158,0,0,0,48,1019,-194,1
651500,10,1049,138,0,0,0,48,1000,-184,1
651515,10,1029,158,0,0,0,29,1000,-184,1
651531,0,1039,128,0,0,0,48,990,-184,1
651546,10,1039,168,0,0,0,58,990,-155,1
651562,0,1019,148,0,0,0,58,990,-184,1
651578,0,1029,138,0,0,0,48,1009,-194,1
651593,0,1029,138,0,0,0,58,971,-174,1
651609,10,1019,128,0,0,0,58,980,-174,1
651625,0,1029,148,0,0,0,48,990,-174,1
651640,0,1039,128,0,0,0,58,980,-174,1
651656,10,1029,138,0,0,0,48,1000,-184,1
651671,10,1029,138,0,0,0,67,980,-184,1
651687,10,1029,138,0,0,0,48,990,-165,1
651703,10,1019,138,0,0,0,58,990,-174,1
651718,0,1039,138,0,0,0,77,1000,-184,1
651734,10,1039,128,0,0,0,48,990,-174,1
651750,10,1019,148,0,0,0,58,990,-203,1
651765,0,1029,148,0,0,0,58,1000,-223,1
651781,-10,1049,138,0,0,0,38,1000,-174,1
651796,-10,1039,138,0,0,0,38,1000,-174,1
651812,10,1019,138,0,0,0,29,990,-165,1
651828,10,1049,158,0,0,0,29,990,-184,1
651843,10,1039,138,0,0,0,29,1019,-174,1
651859,0,1039,138,0,0,0,38,990,-184,1
651875,20,1049,128,0,0,0,19,1000,-165,1
651890,-10,1039,128,0,0,0,38,1009,-213,1
651906,-10,1039,148,0,0,0,48,990,-194,1
651921,0,1019,148,0,0,0,29,1009,-165,1
651937,0,1049,138,0,0,0,29,1009,-165,1
651953,0,1029,138,0,0,0,48,980,-184,1
651968,-10,1039,158,0,0,0,58,980,-194,1
651984,0,1049,118,0,0,0,38,980,-174,1
652000,-10,1039,138,0,0,0,77,980,-184,1
652015,10,1029,138,0,0,0,77,980,-165,1
652031,10,1029,138,0,0,0,77,1009,-174,1
652046,0,1039,138,0,0,0,77,1009,-203,1
652062,0,1029,118,0,0,0,67,980,-174,1
652078,10,1029,138,0,0,0,87,971,-194,1
652093,20,1029,138,0,0,0,58,1019,-213,1
652109,20,1049,138,0,0,0,77,1019,-194,1
652125,0,1029,128,0,0,0,67,1000,-174,1
652140,10,1029,118,0,0,0,67,1000,-174,1
652156,10,1029,148,0,0,0,58,980,-194,1
652171,20,1039,138,0,0,0,48,1009,-165,1
652187,20,1029,148,0,0,0,48,1009,-165,1
652203,20,1029,148,0,0,0,38,980,-194,1
652218,10,1009,128,0,0,0,58,980,-174,1
652234,10,1039,118,0,0,0,58,980,-174,1
652250,10,1039,138,0,0,0,67,980,-184,1
652265,10,1039,138,0,0,0,48,990,-165,1
652281,10,1039,138,0,0,0,67,1000,-194,1
652296,10,1029,108,0,0,0,67,990,-194,1
652312,0,1029,138,0,0,0,67,1009,-174,1
652328,0,1039,128,0,0,0,67,1019,-203,1
652343,20,1019,118,0,0,0,77,1009,-194,1
652359,10,1039,128,0,0,0,87,1000,-203,1
652375,10,1049,118,0,0,0,77,1019,-184,1
652390,20,1039,138,0,0,0,97,1000,-223,1
652406,20,1029,128,0,0,0,58,1028,-223,1
652421,10,1049,138,0,0,0,58,1009,-213,1
652437,-10,1029,108,0,0,0,58,971,-174,1
652453,0,1039,128,0,0,0,67,971,-165,1
652468,10,1029,128,0,0,0,87,971,-194,1
652484,-10,1019,108,0,0,0,87,1019,-203,1
652500,0,1039,128,0,0,0,77,1000,-184,1
652515,10,1029,108,0,0,0,77,990,-184,1
652531,10,1049,89,0,0,0,77,952,-184,1
652546,-20,1039,108,0,0,0,87,923,-165,1
652562,-10,1039,99,0,0,0,87,923,-165,1
652578,-10,1039,89,0,0,0,106,980,-194,1
652593,0,1029,108,0,0,0,87,1000,-194,1
652609,-10,1049,128,0,0,0,116,1009,-174,1
652625,-20,1049,89,0,0,0,106,1038,-194,1
652640,-60,1058,118,0,0,0,87,1009,-165,1
652656,-60,1049,108,0,0,0,77,1028,-155,1
652671,-80,1058,118,0,0,0,48,1000,-145,1
652687,-90,1078,148,0,0,0,38,1000,-155,1
652703,-70,1098,108,0,0,0,48,1028,-145,1
652718,-50,1088,99,0,0,0,19,1038,-155,1
652734,-50,1088,99,0,0,0,9,1038,-106,1
652750,-10,1078,108,0,0,0,-19,1066,-87,1
652765,10,1088,138,0,0,0,-38,1057,-97,1
652781,20,1166,148,0,0,0,-48,1047,-58,1
652796,-10,1127,49,0,0,0,-87,1038,-38,1
652812,10,1088,108,0,0,0,-97,1038,-58,1
652828,50,1000,158,0,0,0,-116,1028,-48,1
652843,171,941,198,0,0,0,-58,990,-87,1
652859,171,941,198,0,0,0,-58,1000,-48,1
652875,282,892,198,0,0,0,-48,1019,-87,1
652890,262,872,188,0,0,0,-38,1028,-67,1
652906,262,872,188,0,0,0,-48,1019,-38,1
652921,151,833,138,0,0,0,-48,1000,-67,1
652937,60,823,217,0,0,0,-67,1000,-87,1
652953,-111,813,178,0,0,0,-58,971,-135,1
652968,60,892,118,0,0,0,-48,952,-116,1
652984,121,960,59,0,0,0,-38,1047,-203,1
653000,171,1303,-306,0,0,0,-38,1066,-271,1
653015,30,1058,-168,0,0,0,-9,1009,-242,1
653031,-191,1000,-69,0,0,0,-9,1009,-242,1
653046,-353,1313,-267,0,0,0,-106,990,-145,1
653062,-696,1215,-198,0,0,0,-233,1028,-155,1
653078,-70,1186,287,0,0,0,-252,1028,-223,1
653093,191,1098,29,0,0,0,-194,933,-262,1
653109,191,1019,138,0,0,0,-126,904,-252,1
653125,20,901,277,0,0,0,-29,914,-252,1
653140,30,1088,79,0,0,0,9,1009,-213,1
653156,-101,1078,59,0,0,0,48,1066,-223,1
653171,-90,1068,69,0,0,0,155,1057,-262,1
653187,-90,1068,69,0,0,0,203,1019,-262,1
653203,-20,1039,198,0,0,0,242,1019,-271,1
653218,10,1039,207,0,0,0,242,1019,-271,1
653234,30,1058,168,0,0,0,233,1009,-242,1
653250,30,1049,168,0,0,0,194,1028,-252,1
653265,-10,1058,168,0,0,0,184,1000,-252,1
653281,10,1049,168,0,0,0,116,952,-184,1
653296,10,1049,168,0,0,0,165,914,-233,1
653312,-10,1039,198,0,0,0,87,876,-233,1
653328,10,1039,178,0,0,0,135,857,-242,1
653343,-10,1019,198,0,0,0,126,828,-203,1
653359,-30,1029,178,0,0,0,126,809,-184,1
653375,-50,1039,178,0,0,0,174,800,-203,1
653390,-40,1019,207,0,0,0,116,904,-291,1
653406,-30,1009,168,0,0,0,87,1009,-262,1
653421,-30,1009,178,0,0,0,87,980,-194,1
653437,-30,1029,158,0,0,0,97,914,-233,1
653453,-30,1049,108,0,0,0,29,1076,-300,1
653468,-30,1049,108,0,0,0,-97,1285,-242,1
653484,-70,1049,178,0,0,0,-106,1161,-223,1
653500,0,1029,188,0,0,0,-19,980,-300,1
653515,-20,1019,188,0,0,0,155,838,-271,1
653531,-20,1019,188,0,0,0,242,885,-233,1
653546,0,1019,148,0,0,0,184,961,-213,1
653562,0,1078,188,0,0,0,77,1057,-233,1
653578,0,1078,188,0,0,0,-58,1066,-174,1
653593,40,1019,158,0,0,0,-106,1028,-213,1
653609,40,1049,99,0,0,0,-106,961,-174,1
653625,30,1039,118,0,0,0,-77,961,-194,1
653640,0,1049,188,0,0,0,-38,971,-213,1
653656,-30,1029,168,0,0,0,-48,980,-213,1
653671,-60,1029,158,0,0,0,-58,1028,-194,1
653687,-70,1009,158,0,0,0,-48,1028,-194,1
653703,-50,1019,138,0,0,0,-58,1009,-165,1
653718,-20,1029,118,0,0,0,-77,990,-165,1
653734,-30,1029,89,0,0,0,-67,1000,-145,1
653750,-30,1029,99,0,0,0,-48,980,-155,1
653765,30,1049,89,0,0,0,-48,980,-155,1
653781,20,1049,69,0,0,0,-38,1000,-135,1
653796,30,1029,99,0,0,0,-38,1028,-155,1
653812,0,1049,108,0,0,0,-38,1028,-155,1
653828,-10,1029,89,0,0,0,-48,1009,-155,1
653843,-10,1029,89,0,0,0,-58,1019,-165,1
653859,-30,1029,79,0,0,0,-38,1019,-165,1
653875,-30,1019,79,0,0,0,-58,1000,-155,1
653890,-20,1039,118,0,0,0,-38,1019,-174,1
653906,-30,1049,89,0,0,0,-58,1000,-165,1
653921,-50,1029,99,0,0,0,-67,990,-155,1
653937,-30,1029,99,0,0,0,-58,1000,-165,1
653953,-10,1029,49,0,0,0,-19,980,-155,1
653968,-50,1029,89,0,0,0,0,980,-135,1
653984,-40,1029,59,0,0,0,0,980,-135,1
654000,-30,1019,79,0,0,0,-38,1047,-165,1
654015,-30,1029,79,0,0,0,-29,1019,-174,1
654031,-30,1029,79,0,0,0,-19,1000,-165,1
654046,-20,1029,99,0,0,0,-19,1009,-174,1
654062,-40,1039,89,0,0,0,-9,1009,-165,1
654078,-30,1049,69,0,0,0,-19,1009,-203,1
654093,-30,1029,89,0,0,0,0,990,-184,1
654109,-40,1039,99,0,0,0,-19,1000,-174,1
654125,-40,1039,99,0,0,0,9,1000,-194,1
654140,-30,1029,89,0,0,0,-9,980,-194,1
654156,-40,1039,79,0,0,0,-19,1000,-174,1
654171,-10,1029,69,0,0,0,-9,1000,-223,1
654187,-10,1029,69,0,0,0,0,971,-184,1
654203,-30,1029,118,0,0,0,0,990,-184,1
654218,-20,1019,99,0,0,0,9,1000,-203,1
654234,-20,1029,89,0,0,0,9,980,-194,1
654250,-40,1039,99,0,0,0,-9,1009,-184,1
654265,-30,1049,89,0,0,0,9,1009,-174,1
654281,-10,1039,108,0,0,0,9,990,-194,1
654296,-20,1039,118,0,0,0,19,1009,-223,1
654312,-10,1029,99,0,0,0,0,1009,-203,1
654328,-30,1039,99,0,0,0,19,1000,-213,1
654343,-20,1019,99,0,0,0,9,1000,-213,1
654359,-30,1039,99,0,0,0,19,990,-194,1
654375,-10,1029,108,0,0,0,29,971,-194,1
654390,-20,1019,99,0,0,0,48,971,-194,1
654406,-10,1039,108,0,0,0,48,980,-203,1
654421,0,1029,108,0,0,0,48,971,-223,1
654437,0,1019,89,0,0,0,48,1009,-213,1
654453,-10,1039,118,0,0,0,67,990,-194,1
654468,10,1029,118,0,0,0,67,980,-194,1
654484,0,1049,79,0,0,0,58,1000,-223,1
654500,10,1029,99,0,0,0,58,980,-174,1
654515,20,1039,99,0,0,0,58,1000,-203,1
654531,30,1049,108,0,0,0,58,1009,-174,1
654546,20,1039,108,0,0,0,58,971,-184,1
654562,10,1039,118,0,0,0,58,990,-213,1
654578,30,1029,128,0,0,0,48,1000,-203,1
654593,20,1029,118,0,0,0,58,1009,-213,1
654609,20,1049,108,0,0,0,48,990,-194,1
654625,30,1029,128,0,0,0,58,1009,-194,1
654640,30,1019,138,0,0,0,58,1000,-203,1
654656,30,1029,128,0,0,0,67,971,-174,1
654671,20,1029,118,0,0,0,77,971,-174,1
654687,20,1049,128,0,0,0,58,990,-194,1
654703,20,1029,128,0,0,0,48,980,-165,1
654718,40,1039,108,0,0,0,58,1000,-194,1
654734,10,1039,128,0,0,0,67,990,-194,1
654750,40,1009,138,0,0,0,67,990,-203,1
654765,10,1039,138,0,0,0,48,990,-155,1
654781,30,1039,118,0,0,0,48,1009,-184,1
654796,20,1029,128,0,0,0,58,1009,-184,1
654812,30,1049,108,0,0,0,48,1000,-165,1
654828,20,1019,148,0,0,0,48,990,-194,1
654843,0,1039,138,0,0,0,58,990,-184,1
654859,20,1039,138,0,0,0,38,1000,-174,1
654875,30,1029,118,0,0,0,48,1009,-194,1
654890,20,1029,128,0,0,0,48,990,-174,1
654906,30,1039,128,0,0,0,67,1009,-184,1
654921,10,1039,138,0,0,0,106,990,-203,1
654937,20,1029,128,0,0,0,58,990,-155,1
654953,10,1039,118,0,0,0,77,971,-174,1
654968,10,1029,138,0,0,0,77,1000,-184,1
654984,10,1039,118,0,0,0,48,1000,-165,1
655000,10,1029,148,0,0,0,77,1000,-184,1
655015,20,1039,128,0,0,0,77,990,-184,1
655031,10,1029,128,0,0,0,67,990,-165,1
655046,20,1039,108,0,0,0,48,1019,-155,1
655062,20,1029,148,0,0,0,145,885,-106,1
655078,0,1039,148,0,0,0,-48,1057,-106,1
655093,10,1029,128,0,0,0,155,952,-174,1
655109,10,1049,128,0,0,0,19,990,-135,1
655125,20,1039,138,0,0,0,97,990,-165,1
655140,20,1039,148,0,0,0,67,980,-155,1
655156,0,1029,148,0,0,0,58,1009,-155,1
655171,20,1039,138,0,0,0,38,1009,-174,1
655187,10,1039,148,0,0,0,48,990,-165,1
655203,0,1029,128,0,0,0,38,990,-165,1
655218,10,1039,138,0,0,0,58,1000,-174,1
655234,10,1029,118,0,0,0,58,980,-155,1
655250,0,1039,138,0,0,0,48,980,-174,1
655265,10,1039,118,0,0,0,58,990,-155,1
655281,10,1049,128,0,0,0,97,1028,-203,1
655296,10,1039,158,0,0,0,48,980,-145,1
655312,20,1029,128,0,0,0,87,990,-184,1
655328,10,1029,128,0,0,0,48,1000,-184,1
