Time,ankle-x,ankle-y,ankle-z,thigh-x,thigh-y,thigh-z,trunk-x,trunk-y,trunk-z,annontations
620000,101,1009,306,-163,1000,282,116,980,-58,1
620015,60,1009,316,-290,925,272,145,1028,-87,1
620031,40,1000,297,-318,898,242,135,1038,-126,1
620046,60,1019,287,-254,962,202,135,1019,-87,1
620062,90,980,316,-236,925,242,67,971,-58,1
620078,80,990,316,-263,879,252,58,1000,-97,1
620093,80,1000,326,-263,925,252,19,980,-106,1
620109,80,980,306,-245,962,222,19,971,-145,1
620125,90,1000,297,-236,935,202,-19,990,-77,1
620140,80,990,297,-254,944,212,58,1019,-135,1
620156,70,980,336,-272,916,222,67,1028,-87,1
620171,70,1000,326,-263,907,191,97,1009,-87,1
620187,90,980,297,-227,972,232,155,1009,-106,1
620203,80,1029,326,-172,981,303,116,990,-58,1
620218,70,1000,336,-318,925,242,145,1028,-87,1
620234,30,1009,297,-281,879,202,194,1019,-116,1
620250,80,1000,297,-236,990,212,135,1019,-87,1
620265,111,970,316,-227,935,232,106,990,-67,1
620281,70,980,336,-254,879,252,67,980,-116,1
620296,80,970,316,-245,916,242,29,990,-165,1
620312,40,1009,316,-245,972,232,0,980,-135,1
620328,80,1009,297,-254,953,202,-9,990,-87,1
620343,90,990,306,-272,925,222,58,1028,-135,1
620359,90,970,297,-272,935,202,29,1038,-67,1
620375,90,990,287,-209,907,222,184,990,-67,1
620390,101,980,326,-145,1027,242,116,1000,-48,1
620406,80,1009,316,-245,925,292,174,1009,-38,1
620421,80,990,306,-300,888,222,174,1038,-145,1
620437,70,1000,297,-236,953,181,203,1057,-155,1
620453,90,1029,297,-218,972,202,97,1000,-48,1
620468,80,980,326,-227,870,252,116,990,-135,1
620484,50,980,326,-309,879,252,38,990,-116,1
620500,60,990,306,-281,944,242,48,971,-145,1
620515,60,1009,306,-236,962,232,-9,990,-126,1
620531,90,1009,316,-236,953,222,0,1000,-87,1
620546,70,1000,297,-218,916,202,29,1047,-106,1
620562,70,990,316,-245,935,212,126,1019,-97,1
620578,90,960,306,-172,935,191,87,1000,-67,1
620593,90,1019,306,-154,1000,313,165,1000,-77,1
620609,70,1000,297,-154,1000,313,155,1009,-97,1
620625,50,1019,287,-263,898,202,233,1047,-184,1
620640,50,1019,287,-263,898,202,135,1009,-29,1
620656,111,1019,306,-236,990,202,116,1028,-145,1
620671,111,1019,306,-218,953,222,9,1000,-97,1
620687,60,980,306,-263,888,222,0,990,-126,1
620703,60,980,306,-290,888,242,-9,990,-145,1
620718,60,1000,326,-281,944,252,0,990,-126,1
620734,80,1000,306,-254,962,232,19,990,-106,1
620750,80,990,297,-236,935,202,87,1028,-135,1
620765,80,960,326,-263,898,212,87,1028,-135,1
620781,60,970,316,-272,907,242,77,1009,-58,1
620796,111,960,306,-209,972,252,135,1009,-77,1
620812,111,1019,336,-118,990,292,155,980,-38,1
620828,80,990,316,-281,916,252,174,1000,-87,1
620843,50,1019,306,-254,898,181,203,1047,-126,1
620859,80,1019,257,-218,1009,171,145,1028,-77,1
620875,111,1000,287,-218,935,232,116,1009,-116,1
620890,80,980,336,-272,888,252,29,1000,-97,1
620906,50,990,316,-290,907,242,19,1000,-155,1
620921,50,990,316,-263,944,252,0,961,-145,1
620937,101,990,287,-245,972,212,19,1028,-126,1
620953,70,980,306,-254,935,222,19,1028,-126,1
620968,40,990,316,-245,898,202,106,1038,-116,1
620984,40,990,316,-254,907,232,135,1009,-77,1
621000,90,1009,297,-181,953,242,165,971,-77,1
621015,121,1000,316,-109,1009,292,145,1028,-126,1
621031,90,1000,316,-254,944,242,203,1047,-165,1
621046,60,1009,287,-281,898,191,203,1047,-165,1
621062,70,1019,287,-227,990,181,155,1009,-58,1
621078,111,1000,306,-263,944,222,77,1009,-106,1
621093,60,980,326,-309,851,272,58,1000,-126,1
621109,40,970,326,-336,898,262,9,971,-106,1
621125,40,1000,306,-272,953,242,-19,990,-145,1
621140,90,1000,306,-254,962,202,-9,980,-116,1
621156,101,1000,297,-236,925,222,19,1000,-116,1
621171,90,990,306,-245,907,212,58,1019,-67,1
621187,80,980,316,-227,925,212,126,1047,-116,1
621203,111,960,306,-190,1018,292,165,971,-38,1
621218,131,1019,297,-118,972,282,145,1009,-58,1
621234,90,990,306,-263,898,222,184,1038,-106,1
621250,60,1009,306,-263,935,191,233,1066,-155,1
621265,50,1019,267,-236,1000,202,97,1019,-67,1
621281,101,1009,316,-281,916,232,135,1009,-135,1
621296,70,980,316,-309,861,242,38,980,-106,1
621312,30,970,336,-290,925,262,-9,971,-135,1
621328,50,990,326,-272,981,242,-19,971,-126,1
621343,80,1000,287,-254,953,222,-19,961,-77,1
621359,101,1000,306,-236,925,202,48,1000,-135,1
621375,70,990,306,-245,907,202,38,1047,-48,1
621390,90,970,316,-190,888,252,165,1000,-48,1
621406,111,980,306,-145,1037,262,135,1009,-67,1
621421,121,1029,287,-181,972,262,165,990,-77,1
621437,101,1009,287,-272,888,212,194,1038,-126,1
621453,70,1009,306,-272,888,212,203,1057,-116,1
621468,70,1009,287,-245,962,181,126,1000,-48,1
621484,70,990,326,-272,981,242,135,1000,-116,1
621500,60,980,326,-327,861,262,29,971,-97,1
621515,50,980,336,-327,861,262,9,971,-135,1
621531,60,1000,306,-300,944,222,-9,971,-106,1
621546,101,1000,316,-245,962,232,-19,942,-67,1
621562,101,1000,297,-227,925,212,29,1038,-116,1
621578,80,1000,326,-227,925,212,87,1019,-77,1
621593,80,960,306,-263,925,212,77,1047,-48,1
621609,90,990,316,-236,925,212,155,1038,-67,1
621625,131,1009,297,-163,1009,272,145,1000,-48,1
621640,101,1000,306,-90,1009,282,213,1019,-126,1
621656,60,1019,306,-281,907,171,203,1066,-126,1
621671,50,990,287,-281,907,171,135,1019,-67,1
621687,80,1019,306,-254,1000,202,87,1000,-87,1
621703,90,990,336,-309,898,262,67,952,-126,1
621718,30,970,356,-336,833,282,0,980,-135,1
621734,50,1000,316,-309,916,282,-9,961,-126,1
621750,80,980,297,-272,953,222,-29,980,-77,1
621765,80,1000,306,-245,935,222,9,1028,-126,1
621781,90,1000,297,-245,925,212,48,1019,-87,1
621796,70,970,306,-254,907,191,106,1057,-58,1
621812,101,990,326,-163,907,202,135,1019,-48,1
621828,141,1019,297,-90,1064,272,174,1009,-67,1
621843,90,1000,316,-209,953,303,213,1028,-116,1
